age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;hours_per_week;country;salary
(43,54];Self-emp-not-inc;58898;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;355468;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Self-emp-not-inc;184362;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];Private;347513;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Private;138768;Some-college;(9,10];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;29810;Some-college;(9,10];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;126501;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(21,23];Private;60783;<= 12th;[1,8];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(25,29];Private;179772;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(43,54];Self-emp-inc;281911;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;70447;High School;(8,9];Spouseless;Transport-moving;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Other;449576;<= 12th;[1,8];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;0
(25,29];Private;327964;<= 12th;[1,8];Spouseless;Machine-op-inspct;Unmarried;Other;Female;40;US;0
(61,90];Private;496538;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(33,35];Self-emp-not-inc;153066;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];State-gov;77651;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;119493;Some-college;(9,10];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Private;256240;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(61,90];Private;177374;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Local-gov;37848;High School;(8,9];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;129336;Masters;(13,16];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(25,29];Private;183511;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Self-emp-inc;120131;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;190508;Some-college;(9,10];With Spouse;Transport-moving;Wife or husband;Other;Male;<40;US;0
(29,33];Private;363130;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;Other;Male;40;US;1
(43,54];Private;240356;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(61,90];Private;133166;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Private;32916;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;117477;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;34748;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
(21,23];Private;459463;<= 12th;[1,8];Spouseless;Service;Unmarried;Other;Female;>40;US;0
(21,23];Private;95989;Some-college;(9,10];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(23,25];Private;118088;High School;(8,9];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;150570;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(29,33];Other;505438;High School;(8,9];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;<40;Non-US;0
(35,37];Private;179731;High School;(8,9];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;122109;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];Local-gov;163942;Some-college;(9,10];Spouseless;Tech and Secutity;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;106670;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(37,43];Private;123403;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Self-emp-inc;119986;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(23,25];Private;66622;Some-college;(9,10];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
[17,21];Other;40060;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;260578;High School;(8,9];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;40;US;1
(61,90];Local-gov;96076;Associate;(10,12];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;70604;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Self-emp-not-inc;230329;Some-college;(9,10];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;1
(43,54];Private;49715;High School;(8,9];Spouseless;Transport-moving;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Private;116531;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Federal-gov;214542;Some-college;(9,10];Spouseless;Service;Unmarried;Other;Female;40;US;0
(23,25];Local-gov;335005;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;<40;Non-US;0
[17,21];Private;258633;Some-college;(9,10];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
[17,21];Private;203240;Associate;(10,12];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];Private;104457;Bachelors;(12,13];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Male;40;Non-US;0
(54,61];Local-gov;99131;High School;(8,9];With Spouse;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;40;US;1
(43,54];State-gov;125796;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;Other;Female;40;US;1
[17,21];Other;479482;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;167790;High School;(8,9];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;133758;High School;(8,9];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(21,23];Private;106843;<= 12th;[1,8];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(23,25];Private;117959;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;174921;Bachelors;(12,13];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Private;134152;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Private;99364;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
[17,21];Local-gov;155905;Masters;(13,16];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;>40;US;0
(29,33];Private;467108;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Self-emp-not-inc;304622;Bachelors;(12,13];Spouseless;Prof-specialty;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(37,43];Private;198692;Some-college;(9,10];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;178050;High School;(8,9];Spouseless;Service;Unmarried;Other;Female;<40;US;0
(23,25];Private;162687;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;113151;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;158924;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(25,29];Self-emp-not-inc;141795;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Self-emp-not-inc;33404;High School;(8,9];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Self-emp-inc;178771;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;168553;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;110648;Bachelors;(12,13];Spouseless;Tech and Secutity;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;151053;Some-college;(9,10];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Self-emp-not-inc;142871;Some-college;(9,10];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Other;343161;<= 12th;[1,8];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(25,29];Private;183523;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Self-emp-not-inc;222216;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Female;>40;US;0
(43,54];Private;121874;Some-college;(9,10];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Male;>40;US;1
(29,33];Private;467108;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(25,29];Private;34393;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Federal-gov;42003;Some-college;(9,10];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Private;180418;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Self-emp-not-inc;199590;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;0
(29,33];Private;144949;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;155594;Associate;(10,12];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Self-emp-not-inc;162576;<= 12th;[1,8];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;232475;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(21,23];Private;269474;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Local-gov;140644;Bachelors;(12,13];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Other;39640;Some-college;(9,10];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Other;346014;<= 12th;[1,8];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Self-emp-not-inc;159726;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Federal-gov;290856;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Private;217886;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
[17,21];Other;199915;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Private;106546;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Local-gov;220640;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;Other;Female;>40;US;1
(29,33];Federal-gov;88913;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(33,35];Self-emp-not-inc;288486;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;227411;Some-college;(9,10];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(35,37];Local-gov;99935;Masters;(13,16];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;201112;Associate;(10,12];Spouseless;Administration;Not-in-family;Other;Female;40;US;0
(54,61];Self-emp-not-inc;123778;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;204596;Associate;(10,12];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;190290;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(21,23];Private;196674;Some-college;(9,10];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;108435;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Private;186359;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;137076;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(21,23];State-gov;262819;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Private;171655;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(37,43];Private;183319;<= 12th;[1,8];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(35,37];Private;127306;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(21,23];Private;68678;High School;(8,9];With Spouse;Sales;Wife or husband;Other;Male;40;US;0
(37,43];State-gov;140108;<= 12th;[1,8];Spouseless;Machine-op-inspct;Not-in-family;Other;Male;40;US;0
(25,29];Private;263444;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];State-gov;265554;High School;(8,9];Spouseless;Transport-moving;Not-in-family;Other;Male;40;US;0
(25,29];Private;410216;<= 12th;[1,8];With Spouse;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];State-gov;20534;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Private;188917;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Private;98695;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];Private;411950;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;237819;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(61,90];Private;187424;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Federal-gov;198316;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(35,37];Local-gov;139703;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;Other;Female;40;US;0
(43,54];Private;152596;High School;(8,9];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;194726;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;82601;Bachelors;(12,13];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Other;229843;Some-college;(9,10];Spouseless;Other;Not-in-family;Other;Female;<40;US;0
(54,61];Private;122276;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;0
(43,54];State-gov;188386;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Private;92298;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(25,29];Private;390657;High School;(8,9];With Spouse;Service;Wife or husband;Other;Male;40;US;0
(43,54];Private;89041;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(33,35];Private;314897;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(29,33];Private;166343;High School;(8,9];Spouseless;Machine-op-inspct;Child or other relative;Other;Male;>40;Non-US;0
(43,54];Private;88781;Bachelors;(12,13];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
(54,61];Private;41762;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
